,Series Name,Series Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
190,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Tajikistan,TJK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Tanzania,TZA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Thailand,THA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Timor-Leste,TLS,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
194,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Togo,TGO,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
195,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Tonga,TON,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Trinidad and Tobago,TTO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Tunisia,TUN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Turkiye,TUR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
202,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Uganda,UGA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Ukraine,UKR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
205,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,United Kingdom,GBR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
206,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,United States,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
207,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Uruguay,URY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
208,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Uzbekistan,UZB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Vanuatu,VUT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,"Venezuela, RB",VEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Vietnam,VNM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,West Bank and Gaza,PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,"Yemen, Rep.",YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Zambia,ZMB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,A woman can not get a job in the same way as a man,SG.GET.JOBS.EQ,Zimbabwe,ZWE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Afghanistan,AFG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Albania,ALB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Algeria,DZA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Angola,AGO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Antigua and Barbuda,ATG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Argentina,ARG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Armenia,ARM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Australia,AUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Austria,AUT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Azerbaijan,AZE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,"Bahamas, The",BHS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Bahrain,BHR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Bangladesh,BGD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Barbados,BRB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Belarus,BLR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Belgium,BEL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Belize,BLZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Benin,BEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Bhutan,BTN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Bolivia,BOL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Bosnia and Herzegovina,BIH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Botswana,BWA,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Brazil,BRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Brunei Darussalam,BRN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Bulgaria,BGR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Burkina Faso,BFA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
296,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Burundi,BDI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Cabo Verde,CPV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Cambodia,KHM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Cameroon,CMR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Canada,CAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Central African Republic,CAF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
303,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Chad,TCD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Chile,CHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,China,CHN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Colombia,COL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Comoros,COM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,"Congo, Dem. Rep.",COD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
310,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,"Congo, Rep.",COG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Costa Rica,CRI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Cote d'Ivoire,CIV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Croatia,HRV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Cyprus,CYP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Czechia,CZE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Denmark,DNK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
319,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Djibouti,DJI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Dominica,DMA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Dominican Republic,DOM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Ecuador,ECU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,"Egypt, Arab Rep.",EGY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,El Salvador,SLV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Eritrea,ERI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
327,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Estonia,EST,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
328,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Eswatini,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Ethiopia,ETH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
331,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Fiji,FJI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Finland,FIN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,France,FRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Gabon,GAB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,"Gambia, The",GMB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Georgia,GEO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
338,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Germany,DEU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Ghana,GHA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Greece,GRC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
343,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Grenada,GRD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Guatemala,GTM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Guinea,GIN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Guinea-Bissau,GNB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Guyana,GUY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
349,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Haiti,HTI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Honduras,HND,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
351,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,"Hong Kong SAR, China",HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Hungary,HUN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Iceland,ISL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,India,IND,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Indonesia,IDN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,"Iran, Islamic Rep.",IRN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Iraq,IRQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Ireland,IRL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Israel,ISR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Italy,ITA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Jamaica,JAM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Japan,JPN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
364,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Jordan,JOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
365,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Kazakhstan,KAZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Kenya,KEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
367,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Kiribati,KIR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,"Korea, Rep.",KOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Kosovo,XKX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
371,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Kuwait,KWT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
372,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Kyrgyz Republic,KGZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Lao PDR,LAO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Latvia,LVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Lebanon,LBN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Lesotho,LSO,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
377,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Liberia,LBR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Libya,LBY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Lithuania,LTU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
381,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Luxembourg,LUX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
383,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Madagascar,MDG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
384,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Malawi,MWI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
385,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Malaysia,MYS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
386,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Maldives,MDV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Mali,MLI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Malta,MLT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
389,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Marshall Islands,MHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Mauritania,MRT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
391,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Mauritius,MUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Mexico,MEX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
393,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,"Micronesia, Fed. Sts.",FSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Moldova,MDA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Mongolia,MNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
397,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Montenegro,MNE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
398,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Morocco,MAR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Mozambique,MOZ,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
400,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Myanmar,MMR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Namibia,NAM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Nepal,NPL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Netherlands,NLD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,New Zealand,NZL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Nicaragua,NIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Niger,NER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Nigeria,NGA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,North Macedonia,MKD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Norway,NOR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
413,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Oman,OMN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
414,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Pakistan,PAK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Palau,PLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Panama,PAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
417,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Papua New Guinea,PNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Paraguay,PRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
419,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Peru,PER,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
420,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Philippines,PHL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Poland,POL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Portugal,PRT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
423,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Puerto Rico,PRI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Qatar,QAT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
425,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Romania,ROU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Russian Federation,RUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Rwanda,RWA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
428,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Samoa,WSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,San Marino,SMR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,A woman can not register a business in the same way as a man,SG.BUS.REGT.EQ,Sao Tome and Principe,STP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
